_id,rt,trial_type,trial_index,time_elapsed,internal_node_id,__v,response,theword,block,subject,study_id,session_id
683a488f9a4a688b481a13c1,3381,survey-multi-choice,14,156591,0,0,"{""Q0"":""color""}",lavender,attention_category,NA,NA,NA
683a48939a4a688b481a13c3,6310,instructions,0,6313,0,0,NA,NA,NA,NA,NA,NA
683a48939a4a688b481a13c5,39695,html-button-response,1,46013,0,0,0,NA,NA,NA,NA,NA
683a48939a4a688b481a13c7,9604,survey-multi-choice,2,55621,0,0,"{""Q0"":""shape""}","In the sentence [this is a square table], a 'square' belongs to a category that is organized by:",practice_category,NA,NA,NA
683a48939a4a688b481a13c9,8313,survey-multi-choice,5,95104,0,0,"{""Q0"":""material""}",closet,category_organization,NA,NA,NA
683a48939a4a688b481a13cb,13293,survey-multi-choice,3,70566,0,0,"{""Q0"":""color""}","In the sentence [this is a red table], 'red' belongs to a category that is organized by:",practice_category,NA,NA,NA
683a48939a4a688b481a13cd,14794,survey-multi-choice,4,86788,0,0,"{""Q0"":""material""}",bush,category_organization,NA,NA,NA
683a48939a4a688b481a13cf,11962,survey-multi-choice,6,107068,0,0,"{""Q0"":""material""}",yogurt drink,category_organization,NA,NA,NA
683a48939a4a688b481a13d1,5318,survey-multi-choice,8,129588,0,0,"{""Q0"":""material""}",steak,category_organization,NA,NA,NA
683a48939a4a688b481a13d3,17197,survey-multi-choice,7,124268,0,0,"{""Q0"":""material""}",finger,category_organization,NA,NA,NA
683a48939a4a688b481a13d5,14008,survey-multi-choice,9,143600,0,0,"{""Q0"":""shape""}",pocket,category_organization,NA,NA,NA
683a48939a4a688b481a13d7,6082,survey-multi-choice,10,149684,0,0,"{""Q0"":""shape""}",puzzle,category_organization,NA,NA,NA
683a48939a4a688b481a13d9,5374,survey-multi-choice,11,155059,0,0,"{""Q0"":""shape""}",shovel,category_organization,NA,NA,NA
683a48939a4a688b481a13db,8986,survey-multi-choice,12,164048,0,0,"{""Q0"":""material""}",radish,category_organization,NA,NA,NA
683a48939a4a688b481a13dd,4338,survey-multi-choice,13,168388,0,0,"{""Q0"":""material""}",sponge,category_organization,NA,NA,NA
683a48939a4a688b481a13df,2493,survey-multi-choice,14,170884,0,0,"{""Q0"":""color""}",lavender,attention_category,NA,NA,NA
683a48939a4a688b481a13e1,2142,instructions,15,173027,0,0,NA,NA,NA,NA,NA,NA
683a48a99a4a688b481a13e3,3043,instructions,0,3049,0,0,NA,NA,NA,NA,NA,NA
683a48a99a4a688b481a13e5,11209,html-button-response,1,14265,0,0,0,NA,NA,NA,NA,NA
683a48a99a4a688b481a13e7,2529,survey-multi-choice,3,25260,0,0,"{""Q0"":""color""}","In the sentence [this is a red table], 'red' belongs to a category that is organized by:",practice_category,NA,NA,NA
683a48a99a4a688b481a13e9,3034,survey-multi-choice,5,34999,0,0,"{""Q0"":""none of these""}",washing machine,category_organization,NA,NA,NA
683a48a99a4a688b481a13eb,5054,survey-multi-choice,4,31961,0,0,"{""Q0"":""none of these""}",peacock,category_organization,NA,NA,NA
683a48a99a4a688b481a13ed,7077,survey-multi-choice,2,21349,0,0,"{""Q0"":""shape""}","In the sentence [this is a square table], a 'square' belongs to a category that is organized by:",practice_category,NA,NA,NA
683a48a99a4a688b481a13ef,2799,survey-multi-choice,6,37802,0,0,"{""Q0"":""material""}",stick,category_organization,NA,NA,NA
683a48a99a4a688b481a13f1,4120,survey-multi-choice,7,41927,0,0,"{""Q0"":""none of these""}",tray,category_organization,NA,NA,NA
683a48a99a4a688b481a13f3,3970,survey-multi-choice,8,45902,0,0,"{""Q0"":""material""}",coat,category_organization,NA,NA,NA
683a48a99a4a688b481a13f5,1961,survey-multi-choice,10,52884,0,0,"{""Q0"":""none of these""}",snail,category_organization,NA,NA,NA
683a48a99a4a688b481a13f7,5014,survey-multi-choice,9,50920,0,0,"{""Q0"":""material""}",matches,category_organization,NA,NA,NA
683a48a99a4a688b481a13f9,1813,survey-multi-choice,11,54700,0,0,"{""Q0"":""none of these""}",face,category_organization,NA,NA,NA
683a48a99a4a688b481a13fb,7227,survey-multi-choice,12,61930,0,0,"{""Q0"":""material""}",paper,category_organization,NA,NA,NA
683a48a99a4a688b481a13fd,5122,survey-multi-choice,13,67054,0,0,"{""Q0"":""material""}",light (object),category_organization,NA,NA,NA
683a48a99a4a688b481a13ff,3840,survey-multi-choice,14,70897,0,0,"{""Q0"":""shape""}",waves,category_organization,NA,NA,NA
683a48a99a4a688b481a1401,5465,survey-multi-choice,15,76365,0,0,"{""Q0"":""material""}",nail (finger),category_organization,NA,NA,NA
683a48a99a4a688b481a1403,3401,survey-multi-choice,16,79769,0,0,"{""Q0"":""none of these""}",sheet,category_organization,NA,NA,NA
683a48a99a4a688b481a1405,6574,survey-multi-choice,17,86346,0,0,"{""Q0"":""none of these""}",vegetable,category_organization,NA,NA,NA
683a48a99a4a688b481a1407,1769,survey-multi-choice,18,88118,0,0,"{""Q0"":""none of these""}",knife,category_organization,NA,NA,NA
683a48a99a4a688b481a1409,2353,survey-multi-choice,19,90475,0,0,"{""Q0"":""none of these""}",doll,category_organization,NA,NA,NA
683a48a99a4a688b481a140b,3042,survey-multi-choice,20,93520,0,0,"{""Q0"":""material""}",vitamin,category_organization,NA,NA,NA
683a48a99a4a688b481a140d,3031,survey-multi-choice,21,96554,0,0,"{""Q0"":""none of these""}",sled,category_organization,NA,NA,NA
683a48a99a4a688b481a140f,2535,survey-multi-choice,22,99092,0,0,"{""Q0"":""none of these""}",bun,category_organization,NA,NA,NA
683a48a99a4a688b481a1411,2309,survey-multi-choice,23,101404,0,0,"{""Q0"":""color""}",blood,category_organization,NA,NA,NA
683a48a99a4a688b481a1413,2479,survey-multi-choice,24,103888,0,0,"{""Q0"":""color""}",lavender,attention_category,NA,NA,NA
683a48a99a4a688b481a1415,1681,instructions,25,105571,0,0,NA,NA,NA,NA,NA,NA
683a48ae9a4a688b481a1417,13697,instructions,0,13699,0,0,NA,NA,NA,NA,NA,NA
683a48ae9a4a688b481a1419,47262,html-button-response,1,60963,0,0,0,NA,NA,NA,NA,NA
683a48ae9a4a688b481a141b,10855,survey-multi-choice,2,71819,0,0,"{""Q0"":""shape""}","In the sentence [this is a square table], a 'square' belongs to a category that is organized by:",practice_category,NA,NA,NA
683a48ae9a4a688b481a141d,4295,survey-multi-choice,5,95467,0,0,"{""Q0"":""material""}",honey,category_organization,NA,NA,NA
683a48ae9a4a688b481a141f,9894,survey-multi-choice,4,91171,0,0,"{""Q0"":""none of these""}",tail,category_organization,NA,NA,NA
683a48ae9a4a688b481a1421,5735,survey-multi-choice,3,79715,0,0,"{""Q0"":""color""}","In the sentence [this is a red table], 'red' belongs to a category that is organized by:",practice_category,NA,NA,NA
683a48ae9a4a688b481a1423,6863,survey-multi-choice,6,102331,0,0,"{""Q0"":""material""}",melon,category_organization,NA,NA,NA
683a48ae9a4a688b481a1425,2738,survey-multi-choice,7,105069,0,0,"{""Q0"":""none of these""}",kayak,category_organization,NA,NA,NA
683a48ae9a4a688b481a1427,2365,survey-multi-choice,8,107435,0,0,"{""Q0"":""none of these""}",whale,category_organization,NA,NA,NA
683a48ae9a4a688b481a1429,5840,survey-multi-choice,10,118755,0,0,"{""Q0"":""none of these""}",necklace,category_organization,NA,NA,NA
683a48ae9a4a688b481a142b,5478,survey-multi-choice,9,112914,0,0,"{""Q0"":""none of these""}",vacuum cleaner,category_organization,NA,NA,NA
683a48ae9a4a688b481a142d,2815,survey-multi-choice,11,121571,0,0,"{""Q0"":""material""}",peanut butter,category_organization,NA,NA,NA
683a48ae9a4a688b481a142f,3807,survey-multi-choice,12,125379,0,0,"{""Q0"":""none of these""}",swallow (animal),category_organization,NA,NA,NA
683a48ae9a4a688b481a1431,2143,survey-multi-choice,15,135123,0,0,"{""Q0"":""none of these""}",hammer,category_organization,NA,NA,NA
683a48ae9a4a688b481a1433,4367,survey-multi-choice,13,129747,0,0,"{""Q0"":""none of these""}",swimsuit,category_organization,NA,NA,NA
683a48ae9a4a688b481a1435,3231,survey-multi-choice,14,132979,0,0,"{""Q0"":""none of these""}",table,category_organization,NA,NA,NA
683a48ae9a4a688b481a1437,2887,survey-multi-choice,16,138010,0,0,"{""Q0"":""none of these""}",alligator,category_organization,NA,NA,NA
683a48ae9a4a688b481a1439,3144,survey-multi-choice,17,141154,0,0,"{""Q0"":""none of these""}",computer,category_organization,NA,NA,NA
683a48ae9a4a688b481a143b,5543,survey-multi-choice,18,146699,0,0,"{""Q0"":""none of these""}",jeans,category_organization,NA,NA,NA
683a48ae9a4a688b481a143d,2471,survey-multi-choice,19,149171,0,0,"{""Q0"":""none of these""}",dragon,category_organization,NA,NA,NA
683a48ae9a4a688b481a143f,2607,survey-multi-choice,20,151779,0,0,"{""Q0"":""none of these""}",coffee table,category_organization,NA,NA,NA
683a48ae9a4a688b481a1441,7879,survey-multi-choice,21,159658,0,0,"{""Q0"":""none of these""}",top,category_organization,NA,NA,NA
683a48ae9a4a688b481a1443,2343,survey-multi-choice,22,162002,0,0,"{""Q0"":""material""}",crayon,category_organization,NA,NA,NA
683a48ae9a4a688b481a1445,2871,survey-multi-choice,24,167243,0,0,"{""Q0"":""color""}",lavender,attention_category,NA,NA,NA
683a48ae9a4a688b481a1447,2367,survey-multi-choice,23,164371,0,0,"{""Q0"":""material""}",yogurt,category_organization,NA,NA,NA
683a48ae9a4a688b481a1449,2375,instructions,25,169618,0,0,NA,NA,NA,NA,NA,NA
683a48b79a4a688b481a144b,15159,survey-multi-choice,2,27791,0,0,"{""Q0"":""shape""}","In the sentence [this is a square table], a 'square' belongs to a category that is organized by:",practice_category,NA,NA,NA
683a48b79a4a688b481a144d,10927,html-button-response,1,12631,0,0,0,NA,NA,NA,NA,NA
683a48b79a4a688b481a144f,1702,instructions,0,1703,0,0,NA,NA,NA,NA,NA,NA
683a48b79a4a688b481a1451,3159,survey-multi-choice,3,32623,0,0,"{""Q0"":""color""}","In the sentence [this is a red table], 'red' belongs to a category that is organized by:",practice_category,NA,NA,NA
683a48b79a4a688b481a1453,3151,survey-multi-choice,5,42015,0,0,"{""Q0"":""material""}",wood,category_organization,NA,NA,NA
683a48b79a4a688b481a1455,5160,survey-multi-choice,4,38864,0,0,"{""Q0"":""material""}",stone,category_organization,NA,NA,NA
683a48b79a4a688b481a1457,2095,survey-multi-choice,6,44111,0,0,"{""Q0"":""material""}",fir,category_organization,NA,NA,NA
683a48b79a4a688b481a1459,2799,survey-multi-choice,7,46911,0,0,"{""Q0"":""material""}",gas,category_organization,NA,NA,NA
683a48b79a4a688b481a145b,4112,survey-multi-choice,8,51023,0,0,"{""Q0"":""shape""}",river,category_organization,NA,NA,NA
683a48b79a4a688b481a145d,4080,survey-multi-choice,9,55103,0,0,"{""Q0"":""shape""}",shrimp,category_organization,NA,NA,NA
683a48b79a4a688b481a145f,6368,survey-multi-choice,11,64207,0,0,"{""Q0"":""material""}",rooster,category_organization,NA,NA,NA
683a48b79a4a688b481a1461,2735,survey-multi-choice,10,57839,0,0,"{""Q0"":""color""}",sheet,category_organization,NA,NA,NA
683a48b79a4a688b481a1463,4143,survey-multi-choice,12,68351,0,0,"{""Q0"":""shape""}",box,category_organization,NA,NA,NA
683a48b79a4a688b481a1465,4112,survey-multi-choice,13,72463,0,0,"{""Q0"":""material""}",kiwi,category_organization,NA,NA,NA
683a48b79a4a688b481a1467,4879,survey-multi-choice,14,77343,0,0,"{""Q0"":""none of these""}",ground,category_organization,NA,NA,NA
683a48b79a4a688b481a1469,2959,survey-multi-choice,15,80303,0,0,"{""Q0"":""none of these""}",back,category_organization,NA,NA,NA
683a48b79a4a688b481a146b,4160,survey-multi-choice,16,84463,0,0,"{""Q0"":""material""}",sandal,category_organization,NA,NA,NA
683a48b79a4a688b481a146d,5071,survey-multi-choice,17,89535,0,0,"{""Q0"":""material""}",stairs,category_organization,NA,NA,NA
683a48b79a4a688b481a146f,2560,survey-multi-choice,18,92095,0,0,"{""Q0"":""material""}",vest,category_organization,NA,NA,NA
683a48b79a4a688b481a1471,5983,survey-multi-choice,19,98079,0,0,"{""Q0"":""shape""}",bench,category_organization,NA,NA,NA
683a48b79a4a688b481a1473,2063,survey-multi-choice,20,100143,0,0,"{""Q0"":""color""}",fruit,category_organization,NA,NA,NA
683a48b79a4a688b481a1475,4960,survey-multi-choice,22,108287,0,0,"{""Q0"":""none of these""}",waves,category_organization,NA,NA,NA
683a48b79a4a688b481a1477,2959,survey-multi-choice,24,113359,0,0,"{""Q0"":""color""}",lavender,attention_category,NA,NA,NA
683a48b79a4a688b481a1479,3183,survey-multi-choice,21,103327,0,0,"{""Q0"":""material""}",peanut,category_organization,NA,NA,NA
683a48b79a4a688b481a147b,2111,survey-multi-choice,23,110399,0,0,"{""Q0"":""shape""}",faucet,category_organization,NA,NA,NA
683a48b79a4a688b481a147d,6247,instructions,25,119606,0,0,NA,NA,NA,NA,NA,NA
683a48cf9a4a688b481a147f,5136,instructions,0,5138,0,0,NA,NA,NA,NA,NA,NA
683a48cf9a4a688b481a1481,32168,html-button-response,1,37308,0,0,0,NA,NA,NA,NA,NA
683a48cf9a4a688b481a1483,12541,survey-multi-choice,2,49850,0,0,"{""Q0"":""shape""}","In the sentence [this is a square table], a 'square' belongs to a category that is organized by:",practice_category,NA,NA,NA
683a48cf9a4a688b481a1485,15725,survey-multi-choice,4,75592,0,0,"{""Q0"":""none of these""}",picture,category_organization,NA,NA,NA
683a48cf9a4a688b481a1487,6011,survey-multi-choice,3,57630,0,0,"{""Q0"":""color""}","In the sentence [this is a red table], 'red' belongs to a category that is organized by:",practice_category,NA,NA,NA
683a48cf9a4a688b481a1489,4745,survey-multi-choice,6,90578,0,0,"{""Q0"":""none of these""}",shed,category_organization,NA,NA,NA
683a48cf9a4a688b481a148b,10239,survey-multi-choice,5,85832,0,0,"{""Q0"":""material""}",drink (beverage),category_organization,NA,NA,NA
683a48cf9a4a688b481a148d,5763,survey-multi-choice,7,96342,0,0,"{""Q0"":""material""}",raspberry,category_organization,NA,NA,NA
683a48cf9a4a688b481a148f,4029,survey-multi-choice,8,100372,0,0,"{""Q0"":""material""}",tights,category_organization,NA,NA,NA
683a48cf9a4a688b481a1491,10521,survey-multi-choice,9,110894,0,0,"{""Q0"":""shape""}",pear,category_organization,NA,NA,NA
683a48cf9a4a688b481a1493,3561,survey-multi-choice,10,114456,0,0,"{""Q0"":""material""}",chair,category_organization,NA,NA,NA
683a48cf9a4a688b481a1495,4033,survey-multi-choice,11,118490,0,0,"{""Q0"":""material""}",fir,category_organization,NA,NA,NA
683a48cf9a4a688b481a1497,5133,survey-multi-choice,12,123624,0,0,"{""Q0"":""none of these""}",thing,category_organization,NA,NA,NA
683a48cf9a4a688b481a1499,8878,survey-multi-choice,13,132502,0,0,"{""Q0"":""shape""}",tricycle,category_organization,NA,NA,NA
683a48cf9a4a688b481a149b,5920,survey-multi-choice,15,142658,0,0,"{""Q0"":""shape""}",foot,category_organization,NA,NA,NA
683a48cf9a4a688b481a149d,4234,survey-multi-choice,14,136737,0,0,"{""Q0"":""none of these""}",bee,category_organization,NA,NA,NA
683a48cf9a4a688b481a149f,3269,survey-multi-choice,16,145928,0,0,"{""Q0"":""material""}",plant,category_organization,NA,NA,NA
683a48cf9a4a688b481a14a1,4113,survey-multi-choice,17,150041,0,0,"{""Q0"":""material""}",glasses,category_organization,NA,NA,NA
683a48cf9a4a688b481a14a3,3088,survey-multi-choice,18,153130,0,0,"{""Q0"":""none of these""}",song,category_organization,NA,NA,NA
683a48cf9a4a688b481a14a5,4139,survey-multi-choice,19,157270,0,0,"{""Q0"":""none of these""}",bun,category_organization,NA,NA,NA
683a48cf9a4a688b481a14a7,3569,survey-multi-choice,20,160840,0,0,"{""Q0"":""material""}",paper,category_organization,NA,NA,NA
683a48cf9a4a688b481a14a9,4126,survey-multi-choice,22,171843,0,0,"{""Q0"":""shape""}",bridge,category_organization,NA,NA,NA
683a48cf9a4a688b481a14ab,6875,survey-multi-choice,21,167716,0,0,"{""Q0"":""material""}",watch (object),category_organization,NA,NA,NA
683a48cf9a4a688b481a14ad,4656,survey-multi-choice,23,176500,0,0,"{""Q0"":""none of these""}",rooster,category_organization,NA,NA,NA
683a48cf9a4a688b481a14af,3123,survey-multi-choice,24,179624,0,0,"{""Q0"":""color""}",lavender,attention_category,NA,NA,NA
683a48d29a4a688b481a14b1,2416,instructions,0,2418,0,0,NA,NA,NA,NA,NA,NA
683a48d29a4a688b481a14b3,28959,html-button-response,1,31382,0,0,0,NA,NA,NA,NA,NA
683a48d29a4a688b481a14b5,12285,survey-multi-choice,2,43670,0,0,"{""Q0"":""shape""}","In the sentence [this is a square table], a 'square' belongs to a category that is organized by:",practice_category,NA,NA,NA
683a48d29a4a688b481a14b7,7026,survey-multi-choice,3,53342,0,0,"{""Q0"":""color""}","In the sentence [this is a red table], 'red' belongs to a category that is organized by:",practice_category,NA,NA,NA
683a48d29a4a688b481a14b9,6823,survey-multi-choice,4,61590,0,0,"{""Q0"":""material""}",sponge,category_organization,NA,NA,NA
683a48d29a4a688b481a14bb,11337,survey-multi-choice,5,72932,0,0,"{""Q0"":""none of these""}",puzzle,category_organization,NA,NA,NA
683a48d29a4a688b481a14bd,13519,survey-multi-choice,6,86453,0,0,"{""Q0"":""none of these""}",closet,category_organization,NA,NA,NA
683a48d29a4a688b481a14bf,3912,survey-multi-choice,7,90368,0,0,"{""Q0"":""none of these""}",shovel,category_organization,NA,NA,NA
683a48d29a4a688b481a14c1,4199,survey-multi-choice,8,94569,0,0,"{""Q0"":""none of these""}",bush,category_organization,NA,NA,NA
683a48d29a4a688b481a14c3,4806,survey-multi-choice,9,99377,0,0,"{""Q0"":""none of these""}",pocket,category_organization,NA,NA,NA
683a48d29a4a688b481a14c5,2824,survey-multi-choice,10,102203,0,0,"{""Q0"":""none of these""}",finger,category_organization,NA,NA,NA
683a48d29a4a688b481a14c7,4634,survey-multi-choice,11,106839,0,0,"{""Q0"":""none of these""}",yogurt drink,category_organization,NA,NA,NA
683a48d29a4a688b481a14c9,9731,survey-multi-choice,12,116572,0,0,"{""Q0"":""none of these""}",radish,category_organization,NA,NA,NA
683a48d29a4a688b481a14cb,3170,survey-multi-choice,13,119746,0,0,"{""Q0"":""none of these""}",steak,category_organization,NA,NA,NA
683a48d29a4a688b481a14cd,3178,survey-multi-choice,14,122925,0,0,"{""Q0"":""color""}",lavender,attention_category,NA,NA,NA
683a48d29a4a688b481a14cf,3050,instructions,15,125977,0,0,NA,NA,NA,NA,NA,NA
683a48d89a4a688b481a14d1,40547,html-button-response,1,53167,0,0,0,NA,NA,NA,NA,NA
683a48d99a4a688b481a14d3,12335,survey-multi-choice,2,65506,0,0,"{""Q0"":""shape""}","In the sentence [this is a square table], a 'square' belongs to a category that is organized by:",practice_category,NA,NA,NA
683a48d99a4a688b481a14d5,12612,instructions,0,12615,0,0,NA,NA,NA,NA,NA,NA
683a48d99a4a688b481a14d7,7393,survey-multi-choice,4,83550,0,0,"{""Q0"":""none of these""}",peach,category_organization,NA,NA,NA
683a48d99a4a688b481a14d9,9157,survey-multi-choice,5,92713,0,0,"{""Q0"":""material""}",watermelon,category_organization,NA,NA,NA
683a48d99a4a688b481a14db,5596,survey-multi-choice,3,74761,0,0,"{""Q0"":""color""}","In the sentence [this is a red table], 'red' belongs to a category that is organized by:",practice_category,NA,NA,NA
683a48d99a4a688b481a14dd,6350,survey-multi-choice,6,99064,0,0,"{""Q0"":""material""}",ribbon,category_organization,NA,NA,NA
683a48d99a4a688b481a14df,5340,survey-multi-choice,8,108863,0,0,"{""Q0"":""shape""}",mountain,category_organization,NA,NA,NA
683a48d99a4a688b481a14e1,7352,survey-multi-choice,10,120927,0,0,"{""Q0"":""shape""}",fly (animal),category_organization,NA,NA,NA
683a48d99a4a688b481a14e3,4454,survey-multi-choice,7,103520,0,0,"{""Q0"":""material""}",iron (object),category_organization,NA,NA,NA
